date,borsa_istanbul,dolar_kuru,enflasyon,faiz
2024-05-12,2.0,11.0,4.0,20.0
2024-05-13,2.0,10.857142857142858,3.857142857142857,20.428571428571427
2024-05-14,2.0,10.714285714285714,3.7142857142857144,20.857142857142858
2024-05-15,2.0,10.571428571428571,3.5714285714285716,21.285714285714285
2024-05-16,2.0,10.428571428571429,3.428571428571429,21.714285714285715
2024-05-17,2.0,10.285714285714286,3.2857142857142856,22.142857142857142
2024-05-18,2.0,10.142857142857142,3.142857142857143,22.57142857142857
2024-05-19,2.0,10.0,3.0,23.0
2024-05-20,2.0,10.0,3.142857142857143,22.285714285714285
2024-05-21,2.0,10.0,3.2857142857142856,21.571428571428573
2024-05-22,2.0,10.0,3.4285714285714284,20.857142857142858
2024-05-23,2.0,10.0,3.571428571428571,20.142857142857142
2024-05-24,2.0,10.0,3.7142857142857144,19.428571428571427
2024-05-25,2.0,10.0,3.857142857142857,18.714285714285715
2024-05-26,2.0,10.0,4.0,18.0
2024-05-27,2.0,10.142857142857142,5.142857142857142,18.0
2024-05-28,2.0,10.285714285714286,6.285714285714286,18.0
2024-05-29,2.0,10.428571428571429,7.428571428571429,18.0
2024-05-30,2.0,10.571428571428571,8.571428571428571,18.0
2024-05-31,2.0,10.714285714285714,9.714285714285714,18.0
2024-06-01,2.0,10.857142857142858,10.857142857142858,18.0
2024-06-02,2.0,11.0,12.0,18.0
2024-06-03,1.8571428571428572,10.857142857142858,10.857142857142858,18.0
2024-06-04,1.7142857142857144,10.714285714285714,9.714285714285715,18.0
2024-06-05,1.5714285714285714,10.571428571428571,8.571428571428571,18.0
2024-06-06,1.4285714285714286,10.428571428571429,7.428571428571429,18.0
2024-06-07,1.2857142857142858,10.285714285714286,6.2857142857142865,18.0
2024-06-08,1.1428571428571428,10.142857142857142,5.142857142857143,18.0
2024-06-09,1.0,10.0,4.0,18.0
2024-06-10,1.0,9.857142857142858,3.857142857142857,17.428571428571427
2024-06-11,1.0,9.714285714285714,3.7142857142857144,16.857142857142858
2024-06-12,1.0,9.571428571428571,3.5714285714285716,16.285714285714285
2024-06-13,1.0,9.428571428571429,3.428571428571429,15.714285714285715
2024-06-14,1.0,9.285714285714286,3.2857142857142856,15.142857142857142
2024-06-15,1.0,9.142857142857142,3.142857142857143,14.571428571428571
2024-06-16,1.0,9.0,3.0,14.0
2024-06-17,1.1428571428571428,9.428571428571429,3.2857142857142856,14.857142857142858
2024-06-18,1.2857142857142856,9.857142857142858,3.571428571428571,15.714285714285714
2024-06-19,1.4285714285714286,10.285714285714285,3.857142857142857,16.57142857142857
2024-06-20,1.5714285714285714,10.714285714285714,4.142857142857142,17.428571428571427
2024-06-21,1.7142857142857142,11.142857142857142,4.428571428571429,18.285714285714285
